2026-01-14 16:01:02 | INFO | P01 | === RUN START ===
2026-01-14 16:02:52 | INFO | P01 | os=Windows 11
2026-01-14 16:02:52 | INFO | P01 | shell=powershell
2026-01-14 16:02:52 | INFO | P01 | cwd=.
2026-01-14 16:02:52 | INFO | P01 | github_actions=False
2026-01-14 16:03:13 | INFO | P01 | === RUN START ===
2026-01-14 16:03:13 | INFO | P01 | project=Vocabulary Demo
2026-01-14 16:03:13 | INFO | P01 | repo_dir=toy-gpt-train
2026-01-14 16:03:13 | INFO | P01 | python=3.14.0
2026-01-14 16:03:13 | INFO | P01 | os=Windows 11
2026-01-14 16:03:13 | INFO | P01 | shell=powershell
2026-01-14 16:03:13 | INFO | P01 | cwd=.
2026-01-14 16:03:13 | INFO | P01 | github_actions=False
2026-01-14 16:03:52 | INFO | P01 | === RUN START ===
2026-01-14 16:03:52 | INFO | P01 | project=Vocabulary Demo
2026-01-14 16:03:52 | INFO | P01 | repo_dir=toy-gpt-train
2026-01-14 16:03:52 | INFO | P01 | python=3.14.0
2026-01-14 16:03:52 | INFO | P01 | os=Windows 11
2026-01-14 16:03:52 | INFO | P01 | shell=powershell
2026-01-14 16:03:52 | INFO | P01 | cwd=.
2026-01-14 16:03:52 | INFO | P01 | github_actions=False
2026-01-14 16:03:53 | INFO | P01 | Tokenizer initialized with 24 tokens.
2026-01-14 16:03:53 | INFO | P01 | Vocabulary initialized with 8 unique tokens.
2026-01-14 16:03:53 | INFO | P01 | Vocabulary size: 8
2026-01-14 16:03:53 | INFO | P01 | Sample token: 'the' | ID: 7 | Frequency: 8
2026-01-14 16:04:19 | INFO | P01 | === RUN START ===
2026-01-14 16:04:19 | INFO | P01 | project=Simple Next-Token Model Demo
2026-01-14 16:04:19 | INFO | P01 | repo_dir=toy-gpt-train
2026-01-14 16:04:19 | INFO | P01 | python=3.14.0
2026-01-14 16:04:19 | INFO | P01 | os=Windows 11
2026-01-14 16:04:19 | INFO | P01 | shell=powershell
2026-01-14 16:04:19 | INFO | P01 | cwd=.
2026-01-14 16:04:19 | INFO | P01 | github_actions=False
2026-01-14 16:04:19 | INFO | P01 | Model initialized with vocabulary size 6.
2026-01-14 16:04:19 | INFO | P01 | Input token ID: 0
2026-01-14 16:04:19 | INFO | P01 | Output probabilities:
2026-01-14 16:04:19 | INFO | P01 |   Token ID 0 -> 0.1667
2026-01-14 16:04:19 | INFO | P01 |   Token ID 1 -> 0.1667
2026-01-14 16:04:19 | INFO | P01 |   Token ID 2 -> 0.1667
2026-01-14 16:04:19 | INFO | P01 |   Token ID 3 -> 0.1667
2026-01-14 16:04:19 | INFO | P01 |   Token ID 4 -> 0.1667
2026-01-14 16:04:19 | INFO | P01 |   Token ID 5 -> 0.1667
2026-01-14 16:36:10 | INFO | P01 | === RUN START ===
2026-01-14 16:36:10 | INFO | P01 | project=Simple Next-Token Model Demo
2026-01-14 16:36:10 | INFO | P01 | repo_dir=toy-gpt-train
2026-01-14 16:36:10 | INFO | P01 | python=3.14.0
2026-01-14 16:36:10 | INFO | P01 | os=Windows 11
2026-01-14 16:36:10 | INFO | P01 | shell=powershell
2026-01-14 16:36:10 | INFO | P01 | cwd=.
2026-01-14 16:36:10 | INFO | P01 | github_actions=False
2026-01-14 16:36:17 | INFO | P01 | === RUN START ===
2026-01-14 16:36:17 | INFO | P01 | project=Simple Next-Token Model Demo
2026-01-14 16:36:17 | INFO | P01 | repo_dir=toy-gpt-train
2026-01-14 16:36:17 | INFO | P01 | python=3.14.0
2026-01-14 16:36:17 | INFO | P01 | os=Windows 11
2026-01-14 16:36:17 | INFO | P01 | shell=powershell
2026-01-14 16:36:17 | INFO | P01 | cwd=.
2026-01-14 16:36:17 | INFO | P01 | github_actions=False
2026-01-14 16:36:45 | INFO | P01 | === RUN START ===
2026-01-14 16:36:45 | INFO | P01 | project=Simple Next-Token Model Demo
2026-01-14 16:36:45 | INFO | P01 | repo_dir=toy-gpt-train
2026-01-14 16:36:45 | INFO | P01 | python=3.14.0
2026-01-14 16:36:45 | INFO | P01 | os=Windows 11
2026-01-14 16:36:45 | INFO | P01 | shell=powershell
2026-01-14 16:36:45 | INFO | P01 | cwd=.
2026-01-14 16:36:45 | INFO | P01 | github_actions=False
2026-01-14 16:36:45 | INFO | P01 | Tokenizer initialized with 24 tokens.
2026-01-14 16:36:45 | INFO | P01 | Vocabulary initialized with 8 unique tokens.
2026-01-14 16:36:45 | INFO | P01 | Model initialized with vocabulary size 8.
2026-01-14 16:36:45 | INFO | P01 | Input token ID: 0
2026-01-14 16:36:45 | INFO | P01 | Output probabilities:
2026-01-14 16:36:45 | INFO | P01 |   Token ID 0 -> 0.1250
2026-01-14 16:36:45 | INFO | P01 |   Token ID 1 -> 0.1250
2026-01-14 16:36:45 | INFO | P01 |   Token ID 2 -> 0.1250
2026-01-14 16:36:45 | INFO | P01 |   Token ID 3 -> 0.1250
2026-01-14 16:36:45 | INFO | P01 |   Token ID 4 -> 0.1250
2026-01-14 16:36:45 | INFO | P01 |   Token ID 5 -> 0.1250
2026-01-14 16:36:45 | INFO | P01 |   Token ID 6 -> 0.1250
2026-01-14 16:36:45 | INFO | P01 |   Token ID 7 -> 0.1250
2026-01-14 16:38:36 | INFO | P01 | === RUN START ===
2026-01-14 16:38:36 | INFO | P01 | project=Simple Next-Token Model Demo
2026-01-14 16:38:36 | INFO | P01 | repo_dir=toy-gpt-train
2026-01-14 16:38:36 | INFO | P01 | python=3.14.0
2026-01-14 16:38:36 | INFO | P01 | os=Windows 11
2026-01-14 16:38:36 | INFO | P01 | shell=powershell
2026-01-14 16:38:36 | INFO | P01 | cwd=.
2026-01-14 16:38:36 | INFO | P01 | github_actions=False
2026-01-14 16:38:36 | INFO | P01 | Tokenizer initialized with 24 tokens.
2026-01-14 16:38:36 | INFO | P01 | Vocabulary initialized with 8 unique tokens.
2026-01-14 16:38:36 | INFO | P01 | Model initialized with vocabulary size 8.
2026-01-14 16:38:36 | INFO | P01 | Input token ID: 0
2026-01-14 16:38:36 | INFO | P01 | Output probabilities:
2026-01-14 16:38:36 | INFO | P01 |   Token ID 0 -> 0.1250
2026-01-14 16:38:36 | INFO | P01 |   Token ID 1 -> 0.1250
2026-01-14 16:38:36 | INFO | P01 |   Token ID 2 -> 0.1250
2026-01-14 16:38:36 | INFO | P01 |   Token ID 3 -> 0.1250
2026-01-14 16:38:36 | INFO | P01 |   Token ID 4 -> 0.1250
2026-01-14 16:38:36 | INFO | P01 |   Token ID 5 -> 0.1250
2026-01-14 16:38:36 | INFO | P01 |   Token ID 6 -> 0.1250
2026-01-14 16:38:36 | INFO | P01 |   Token ID 7 -> 0.1250
2026-01-14 16:38:49 | INFO | P01 | === RUN START ===
2026-01-14 16:38:49 | INFO | P01 | project=Training Demo: Next-Token Softmax Regression
2026-01-14 16:38:49 | INFO | P01 | repo_dir=toy-gpt-train
2026-01-14 16:38:49 | INFO | P01 | python=3.14.0
2026-01-14 16:38:49 | INFO | P01 | os=Windows 11
2026-01-14 16:38:49 | INFO | P01 | shell=powershell
2026-01-14 16:38:49 | INFO | P01 | cwd=.
2026-01-14 16:38:49 | INFO | P01 | github_actions=False
2026-01-14 16:38:49 | INFO | P01 | Tokenizer initialized with 24 tokens.
2026-01-14 16:38:49 | INFO | P01 | Vocabulary initialized with 8 unique tokens.
2026-01-14 16:38:49 | INFO | P01 | Model initialized with vocabulary size 8.
2026-01-14 16:38:49 | INFO | P01 | Tokenizer initialized with 24 tokens.
2026-01-14 16:38:49 | INFO | P01 | Vocabulary initialized with 8 unique tokens.
2026-01-14 16:38:49 | INFO | P01 | Created 23 training pairs.
2026-01-14 16:38:49 | INFO | P01 | Vocabulary size: 8
2026-01-14 16:38:49 | INFO | P01 | Model initialized with vocabulary size 8.
2026-01-14 16:38:49 | INFO | P01 | Epoch 1/50 | avg_loss=2.045639 | accuracy=0.304
2026-01-14 16:38:49 | INFO | P01 | Epoch 2/50 | avg_loss=1.900554 | accuracy=0.478
2026-01-14 16:38:49 | INFO | P01 | Epoch 3/50 | avg_loss=1.771327 | accuracy=0.478
2026-01-14 16:38:49 | INFO | P01 | Epoch 4/50 | avg_loss=1.657399 | accuracy=0.478
2026-01-14 16:38:49 | INFO | P01 | Epoch 5/50 | avg_loss=1.557705 | accuracy=0.478
2026-01-14 16:38:49 | INFO | P01 | Epoch 6/50 | avg_loss=1.470796 | accuracy=0.478
2026-01-14 16:38:49 | INFO | P01 | Epoch 7/50 | avg_loss=1.395057 | accuracy=0.478
2026-01-14 16:38:49 | INFO | P01 | Epoch 8/50 | avg_loss=1.328918 | accuracy=0.478
2026-01-14 16:38:49 | INFO | P01 | Epoch 9/50 | avg_loss=1.270963 | accuracy=0.478
2026-01-14 16:38:49 | INFO | P01 | Epoch 10/50 | avg_loss=1.219980 | accuracy=0.478
2026-01-14 16:38:49 | INFO | P01 | Epoch 11/50 | avg_loss=1.174945 | accuracy=0.478
2026-01-14 16:38:49 | INFO | P01 | Epoch 12/50 | avg_loss=1.135004 | accuracy=0.478
2026-01-14 16:38:49 | INFO | P01 | Epoch 13/50 | avg_loss=1.099445 | accuracy=0.478
2026-01-14 16:38:49 | INFO | P01 | Epoch 14/50 | avg_loss=1.067668 | accuracy=0.478
2026-01-14 16:38:49 | INFO | P01 | Epoch 15/50 | avg_loss=1.039168 | accuracy=0.478
2026-01-14 16:38:49 | INFO | P01 | Epoch 16/50 | avg_loss=1.013518 | accuracy=0.478
2026-01-14 16:38:49 | INFO | P01 | Epoch 17/50 | avg_loss=0.990356 | accuracy=0.478
2026-01-14 16:38:49 | INFO | P01 | Epoch 18/50 | avg_loss=0.969372 | accuracy=0.478
2026-01-14 16:38:49 | INFO | P01 | Epoch 19/50 | avg_loss=0.950303 | accuracy=0.478
2026-01-14 16:38:49 | INFO | P01 | Epoch 20/50 | avg_loss=0.932922 | accuracy=0.478
2026-01-14 16:38:49 | INFO | P01 | Epoch 21/50 | avg_loss=0.917034 | accuracy=0.478
2026-01-14 16:38:49 | INFO | P01 | Epoch 22/50 | avg_loss=0.902472 | accuracy=0.478
2026-01-14 16:38:49 | INFO | P01 | Epoch 23/50 | avg_loss=0.889090 | accuracy=0.478
2026-01-14 16:38:49 | INFO | P01 | Epoch 24/50 | avg_loss=0.876761 | accuracy=0.478
2026-01-14 16:38:49 | INFO | P01 | Epoch 25/50 | avg_loss=0.865377 | accuracy=0.478
2026-01-14 16:38:49 | INFO | P01 | Epoch 26/50 | avg_loss=0.854841 | accuracy=0.478
2026-01-14 16:38:49 | INFO | P01 | Epoch 27/50 | avg_loss=0.845068 | accuracy=0.478
2026-01-14 16:38:49 | INFO | P01 | Epoch 28/50 | avg_loss=0.835986 | accuracy=0.478
2026-01-14 16:38:49 | INFO | P01 | Epoch 29/50 | avg_loss=0.827529 | accuracy=0.478
2026-01-14 16:38:49 | INFO | P01 | Epoch 30/50 | avg_loss=0.819638 | accuracy=0.478
2026-01-14 16:38:49 | INFO | P01 | Epoch 31/50 | avg_loss=0.812264 | accuracy=0.478
2026-01-14 16:38:49 | INFO | P01 | Epoch 32/50 | avg_loss=0.805361 | accuracy=0.478
2026-01-14 16:38:49 | INFO | P01 | Epoch 33/50 | avg_loss=0.798887 | accuracy=0.478
2026-01-14 16:38:49 | INFO | P01 | Epoch 34/50 | avg_loss=0.792807 | accuracy=0.478
2026-01-14 16:38:49 | INFO | P01 | Epoch 35/50 | avg_loss=0.787089 | accuracy=0.478
2026-01-14 16:38:49 | INFO | P01 | Epoch 36/50 | avg_loss=0.781703 | accuracy=0.478
2026-01-14 16:38:49 | INFO | P01 | Epoch 37/50 | avg_loss=0.776622 | accuracy=0.478
2026-01-14 16:38:49 | INFO | P01 | Epoch 38/50 | avg_loss=0.771824 | accuracy=0.478
2026-01-14 16:38:49 | INFO | P01 | Epoch 39/50 | avg_loss=0.767286 | accuracy=0.478
2026-01-14 16:38:49 | INFO | P01 | Epoch 40/50 | avg_loss=0.762990 | accuracy=0.478
2026-01-14 16:38:49 | INFO | P01 | Epoch 41/50 | avg_loss=0.758917 | accuracy=0.478
2026-01-14 16:38:49 | INFO | P01 | Epoch 42/50 | avg_loss=0.755052 | accuracy=0.478
2026-01-14 16:38:49 | INFO | P01 | Epoch 43/50 | avg_loss=0.751380 | accuracy=0.478
2026-01-14 16:38:49 | INFO | P01 | Epoch 44/50 | avg_loss=0.747888 | accuracy=0.478
2026-01-14 16:38:49 | INFO | P01 | Epoch 45/50 | avg_loss=0.744564 | accuracy=0.478
2026-01-14 16:38:49 | INFO | P01 | Epoch 46/50 | avg_loss=0.741396 | accuracy=0.478
2026-01-14 16:38:49 | INFO | P01 | Epoch 47/50 | avg_loss=0.738374 | accuracy=0.478
2026-01-14 16:38:49 | INFO | P01 | Epoch 48/50 | avg_loss=0.735489 | accuracy=0.478
2026-01-14 16:38:49 | INFO | P01 | Epoch 49/50 | avg_loss=0.732732 | accuracy=0.478
2026-01-14 16:38:49 | INFO | P01 | Epoch 50/50 | avg_loss=0.730095 | accuracy=0.478
2026-01-14 16:38:49 | INFO | P01 | Wrote training log to C:\Users\edaci\Documents\datafun\toy-gpt-train\outputs\train_log.csv
2026-01-14 16:38:49 | INFO | P01 | After training, most likely next token after 'cat' is 'lay' (id=2).
2026-01-14 16:43:33 | INFO | P01 | === RUN START ===
2026-01-14 16:43:33 | INFO | P01 | project=Training Demo: Next-Token Softmax Regression
2026-01-14 16:43:33 | INFO | P01 | repo_dir=toy-gpt-train
2026-01-14 16:43:33 | INFO | P01 | python=3.14.0
2026-01-14 16:43:33 | INFO | P01 | os=Windows 11
2026-01-14 16:43:33 | INFO | P01 | shell=powershell
2026-01-14 16:43:33 | INFO | P01 | cwd=.
2026-01-14 16:43:33 | INFO | P01 | github_actions=False
2026-01-14 16:43:33 | INFO | P01 | Tokenizer initialized with 24 tokens.
2026-01-14 16:43:33 | INFO | P01 | Vocabulary initialized with 8 unique tokens.
2026-01-14 16:43:33 | INFO | P01 | Model initialized with vocabulary size 8.
2026-01-14 16:43:33 | INFO | P01 | Tokenizer initialized with 24 tokens.
2026-01-14 16:43:33 | INFO | P01 | Vocabulary initialized with 8 unique tokens.
2026-01-14 16:43:33 | INFO | P01 | Created 23 training pairs.
2026-01-14 16:43:33 | INFO | P01 | Vocabulary size: 8
2026-01-14 16:43:33 | INFO | P01 | Model initialized with vocabulary size 8.
2026-01-14 16:43:33 | INFO | P01 | Epoch 1/50 | avg_loss=2.045639 | accuracy=0.304
2026-01-14 16:43:33 | INFO | P01 | Epoch 2/50 | avg_loss=1.900554 | accuracy=0.478
2026-01-14 16:43:33 | INFO | P01 | Epoch 3/50 | avg_loss=1.771327 | accuracy=0.478
2026-01-14 16:43:33 | INFO | P01 | Epoch 4/50 | avg_loss=1.657399 | accuracy=0.478
2026-01-14 16:43:33 | INFO | P01 | Epoch 5/50 | avg_loss=1.557705 | accuracy=0.478
2026-01-14 16:43:33 | INFO | P01 | Epoch 6/50 | avg_loss=1.470796 | accuracy=0.478
2026-01-14 16:43:33 | INFO | P01 | Epoch 7/50 | avg_loss=1.395057 | accuracy=0.478
2026-01-14 16:43:33 | INFO | P01 | Epoch 8/50 | avg_loss=1.328918 | accuracy=0.478
2026-01-14 16:43:33 | INFO | P01 | Epoch 9/50 | avg_loss=1.270963 | accuracy=0.478
2026-01-14 16:43:33 | INFO | P01 | Epoch 10/50 | avg_loss=1.219980 | accuracy=0.478
2026-01-14 16:43:33 | INFO | P01 | Epoch 11/50 | avg_loss=1.174945 | accuracy=0.478
2026-01-14 16:43:33 | INFO | P01 | Epoch 12/50 | avg_loss=1.135004 | accuracy=0.478
2026-01-14 16:43:33 | INFO | P01 | Epoch 13/50 | avg_loss=1.099445 | accuracy=0.478
2026-01-14 16:43:33 | INFO | P01 | Epoch 14/50 | avg_loss=1.067668 | accuracy=0.478
2026-01-14 16:43:33 | INFO | P01 | Epoch 15/50 | avg_loss=1.039168 | accuracy=0.478
2026-01-14 16:43:33 | INFO | P01 | Epoch 16/50 | avg_loss=1.013518 | accuracy=0.478
2026-01-14 16:43:33 | INFO | P01 | Epoch 17/50 | avg_loss=0.990356 | accuracy=0.478
2026-01-14 16:43:33 | INFO | P01 | Epoch 18/50 | avg_loss=0.969372 | accuracy=0.478
2026-01-14 16:43:33 | INFO | P01 | Epoch 19/50 | avg_loss=0.950303 | accuracy=0.478
2026-01-14 16:43:33 | INFO | P01 | Epoch 20/50 | avg_loss=0.932922 | accuracy=0.478
2026-01-14 16:43:33 | INFO | P01 | Epoch 21/50 | avg_loss=0.917034 | accuracy=0.478
2026-01-14 16:43:33 | INFO | P01 | Epoch 22/50 | avg_loss=0.902472 | accuracy=0.478
2026-01-14 16:43:33 | INFO | P01 | Epoch 23/50 | avg_loss=0.889090 | accuracy=0.478
2026-01-14 16:43:33 | INFO | P01 | Epoch 24/50 | avg_loss=0.876761 | accuracy=0.478
2026-01-14 16:43:33 | INFO | P01 | Epoch 25/50 | avg_loss=0.865377 | accuracy=0.478
2026-01-14 16:43:33 | INFO | P01 | Epoch 26/50 | avg_loss=0.854841 | accuracy=0.478
2026-01-14 16:43:33 | INFO | P01 | Epoch 27/50 | avg_loss=0.845068 | accuracy=0.478
2026-01-14 16:43:33 | INFO | P01 | Epoch 28/50 | avg_loss=0.835986 | accuracy=0.478
2026-01-14 16:43:33 | INFO | P01 | Epoch 29/50 | avg_loss=0.827529 | accuracy=0.478
2026-01-14 16:43:33 | INFO | P01 | Epoch 30/50 | avg_loss=0.819638 | accuracy=0.478
2026-01-14 16:43:33 | INFO | P01 | Epoch 31/50 | avg_loss=0.812264 | accuracy=0.478
2026-01-14 16:43:33 | INFO | P01 | Epoch 32/50 | avg_loss=0.805361 | accuracy=0.478
2026-01-14 16:43:33 | INFO | P01 | Epoch 33/50 | avg_loss=0.798887 | accuracy=0.478
2026-01-14 16:43:33 | INFO | P01 | Epoch 34/50 | avg_loss=0.792807 | accuracy=0.478
2026-01-14 16:43:33 | INFO | P01 | Epoch 35/50 | avg_loss=0.787089 | accuracy=0.478
2026-01-14 16:43:33 | INFO | P01 | Epoch 36/50 | avg_loss=0.781703 | accuracy=0.478
2026-01-14 16:43:33 | INFO | P01 | Epoch 37/50 | avg_loss=0.776622 | accuracy=0.478
2026-01-14 16:43:33 | INFO | P01 | Epoch 38/50 | avg_loss=0.771824 | accuracy=0.478
2026-01-14 16:43:33 | INFO | P01 | Epoch 39/50 | avg_loss=0.767286 | accuracy=0.478
2026-01-14 16:43:33 | INFO | P01 | Epoch 40/50 | avg_loss=0.762990 | accuracy=0.478
2026-01-14 16:43:33 | INFO | P01 | Epoch 41/50 | avg_loss=0.758917 | accuracy=0.478
2026-01-14 16:43:33 | INFO | P01 | Epoch 42/50 | avg_loss=0.755052 | accuracy=0.478
2026-01-14 16:43:33 | INFO | P01 | Epoch 43/50 | avg_loss=0.751380 | accuracy=0.478
2026-01-14 16:43:33 | INFO | P01 | Epoch 44/50 | avg_loss=0.747888 | accuracy=0.478
2026-01-14 16:43:33 | INFO | P01 | Epoch 45/50 | avg_loss=0.744564 | accuracy=0.478
2026-01-14 16:43:33 | INFO | P01 | Epoch 46/50 | avg_loss=0.741396 | accuracy=0.478
2026-01-14 16:43:33 | INFO | P01 | Epoch 47/50 | avg_loss=0.738374 | accuracy=0.478
2026-01-14 16:43:33 | INFO | P01 | Epoch 48/50 | avg_loss=0.735489 | accuracy=0.478
2026-01-14 16:43:33 | INFO | P01 | Epoch 49/50 | avg_loss=0.732732 | accuracy=0.478
2026-01-14 16:43:33 | INFO | P01 | Epoch 50/50 | avg_loss=0.730095 | accuracy=0.478
2026-01-14 16:43:33 | INFO | P01 | Wrote training log to C:\Users\edaci\Documents\datafun\toy-gpt-train\outputs\train_log.csv
2026-01-14 16:43:33 | INFO | P01 | After training, most likely next token after 'cat' is 'lay' (id=2).
2026-01-14 16:43:33 | INFO | P01 | Top next-token predictions after 'cat':
2026-01-14 16:43:33 | INFO | P01 |   'lay' (id=2): 0.4183
2026-01-14 16:43:33 | INFO | P01 |   'sat' (id=6): 0.3984
2026-01-14 16:43:33 | INFO | P01 |   'cat' (id=0): 0.0306
2026-01-14 20:21:16 | INFO | P01 | === RUN START ===
2026-01-14 20:21:16 | INFO | P01 | project=Simple Tokenizer Demo
2026-01-14 20:21:16 | INFO | P01 | repo_dir=train-200-bigram
2026-01-14 20:21:16 | INFO | P01 | python=3.14.0
2026-01-14 20:21:16 | INFO | P01 | os=Windows 11
2026-01-14 20:21:16 | INFO | P01 | shell=powershell
2026-01-14 20:21:16 | INFO | P01 | cwd=.
2026-01-14 20:21:16 | INFO | P01 | github_actions=False
2026-01-14 20:21:16 | INFO | P01 | Tokenizer initialized with 24 tokens.
2026-01-14 20:21:16 | INFO | P01 | First 10 tokens: ['the', 'cat', 'sat', 'on', 'the', 'mat', 'the', 'dog', 'sat', 'on']
2026-01-14 20:21:16 | INFO | P01 | Total number of tokens: 24
2026-01-14 20:21:16 | INFO | P01 | Average token length: 2.83
2026-01-14 20:35:14 | INFO | P01 | === RUN START ===
2026-01-14 20:35:14 | INFO | P01 | project=Simple Tokenizer Demo
2026-01-14 20:35:14 | INFO | P01 | repo_dir=train-200-bigram
2026-01-14 20:35:14 | INFO | P01 | python=3.14.0
2026-01-14 20:35:14 | INFO | P01 | os=Windows 11
2026-01-14 20:35:14 | INFO | P01 | shell=powershell
2026-01-14 20:35:14 | INFO | P01 | cwd=.
2026-01-14 20:35:14 | INFO | P01 | github_actions=False
2026-01-14 20:35:14 | INFO | P01 | Tokenizer initialized with 24 tokens.
2026-01-14 20:35:14 | INFO | P01 | First 10 tokens: ['the', 'cat', 'sat', 'on', 'the', 'mat', 'the', 'dog', 'sat', 'on']
2026-01-14 20:35:14 | INFO | P01 | Total number of tokens: 24
2026-01-14 20:35:14 | INFO | P01 | Average token length: 2.83
2026-01-14 20:35:29 | INFO | P01 | === RUN START ===
2026-01-14 20:35:29 | INFO | P01 | project=Vocabulary Demo
2026-01-14 20:35:29 | INFO | P01 | repo_dir=train-200-bigram
2026-01-14 20:35:29 | INFO | P01 | python=3.14.0
2026-01-14 20:35:29 | INFO | P01 | os=Windows 11
2026-01-14 20:35:29 | INFO | P01 | shell=powershell
2026-01-14 20:35:29 | INFO | P01 | cwd=.
2026-01-14 20:35:29 | INFO | P01 | github_actions=False
2026-01-14 20:35:29 | INFO | P01 | Tokenizer initialized with 24 tokens.
2026-01-14 20:35:29 | INFO | P01 | Vocabulary initialized with 8 unique tokens.
2026-01-14 20:35:29 | INFO | P01 | Vocabulary size: 8
2026-01-14 20:35:29 | INFO | P01 | Sample token: 'the' | ID: 7 | Frequency: 8
2026-01-14 20:35:40 | INFO | P01 | === RUN START ===
2026-01-14 20:35:40 | INFO | P01 | project=Simple Next-Token Model Demo
2026-01-14 20:35:40 | INFO | P01 | repo_dir=train-200-bigram
2026-01-14 20:35:40 | INFO | P01 | python=3.14.0
2026-01-14 20:35:40 | INFO | P01 | os=Windows 11
2026-01-14 20:35:40 | INFO | P01 | shell=powershell
2026-01-14 20:35:40 | INFO | P01 | cwd=.
2026-01-14 20:35:40 | INFO | P01 | github_actions=False
2026-01-14 20:35:40 | INFO | P01 | Tokenizer initialized with 24 tokens.
2026-01-14 20:35:40 | INFO | P01 | Vocabulary initialized with 8 unique tokens.
2026-01-14 20:35:40 | INFO | P01 | Model initialized with vocabulary size 8.
2026-01-14 20:35:40 | INFO | P01 | Input token ID: 0
2026-01-14 20:35:40 | INFO | P01 | Output probabilities:
2026-01-14 20:35:40 | INFO | P01 |   Token ID 0 -> 0.1250
2026-01-14 20:35:40 | INFO | P01 |   Token ID 1 -> 0.1250
2026-01-14 20:35:40 | INFO | P01 |   Token ID 2 -> 0.1250
2026-01-14 20:35:40 | INFO | P01 |   Token ID 3 -> 0.1250
2026-01-14 20:35:40 | INFO | P01 |   Token ID 4 -> 0.1250
2026-01-14 20:35:40 | INFO | P01 |   Token ID 5 -> 0.1250
2026-01-14 20:35:40 | INFO | P01 |   Token ID 6 -> 0.1250
2026-01-14 20:35:40 | INFO | P01 |   Token ID 7 -> 0.1250
2026-01-14 20:35:50 | INFO | P01 | === RUN START ===
2026-01-14 20:35:50 | INFO | P01 | project=Training Demo: Next-Token Softmax Regression
2026-01-14 20:35:50 | INFO | P01 | repo_dir=train-200-bigram
2026-01-14 20:35:50 | INFO | P01 | python=3.14.0
2026-01-14 20:35:50 | INFO | P01 | os=Windows 11
2026-01-14 20:35:50 | INFO | P01 | shell=powershell
2026-01-14 20:35:50 | INFO | P01 | cwd=.
2026-01-14 20:35:50 | INFO | P01 | github_actions=False
2026-01-14 20:35:50 | INFO | P01 | Tokenizer initialized with 24 tokens.
2026-01-14 20:35:50 | INFO | P01 | Vocabulary initialized with 8 unique tokens.
2026-01-14 20:35:50 | INFO | P01 | Model initialized with vocabulary size 8.
2026-01-14 20:35:50 | INFO | P01 | Tokenizer initialized with 24 tokens.
2026-01-14 20:35:50 | INFO | P01 | Vocabulary initialized with 8 unique tokens.
2026-01-14 20:35:50 | INFO | P01 | Created 22 training pairs.
2026-01-14 20:35:50 | INFO | P01 | Vocabulary size: 8
2026-01-14 20:35:50 | INFO | P01 | Model initialized with vocabulary size 8.
2026-01-14 20:35:50 | INFO | P01 | Epoch 1/50 | avg_loss=2.064662 | accuracy=0.227
2026-01-14 20:35:50 | INFO | P01 | Epoch 2/50 | avg_loss=1.885337 | accuracy=0.545
2026-01-14 20:35:50 | INFO | P01 | Epoch 3/50 | avg_loss=1.740246 | accuracy=0.545
2026-01-14 20:35:50 | INFO | P01 | Epoch 4/50 | avg_loss=1.621672 | accuracy=0.545
